Open time,Engolfo,FuCandle,Structure,StructTop,StructBottom,StructPD,VelaBull,ImbLow,ImbHigh,Long,Short,Open,Close,Low,High,ATR
2017-01-17 08:00:00+03:00,1,0,1,1.06815,1.03249,0.989905,True,0.0,0.0,0,0,1.06569,1.06779,1.06399,1.06815,0.00371
2017-01-17 12:00:00+03:00,1,0,1,1.0719,1.03249,0.929713,True,1.06815,1.06892,0,1,1.06777,1.06913,1.06573,1.0719,0.00389
2017-01-17 16:00:00+03:00,0,0,1,1.0719,1.03249,0.948744,True,0.0,0.0,1,0,1.06915,1.06988,1.06892,1.07163,0.0038
2017-01-17 20:00:00+03:00,0,0,1,1.0719,1.03249,0.982238,True,0.0,0.0,0,0,1.06988,1.0712,1.06941,1.07134,0.00367
2017-01-18 00:00:00+03:00,0,0,1,1.0719,1.03249,0.948236,False,0.0,0.0,0,0,1.07111,1.06986,1.06912,1.0715,0.00358
2017-01-18 04:00:00+03:00,-1,0,1,1.0719,1.03249,0.911951,False,0.0,0.0,1,0,1.06986,1.06843,1.06809,1.06999,0.00346
2017-01-18 08:00:00+03:00,0,0,1,1.0719,1.03249,0.939355,True,0.0,0.0,1,0,1.06842,1.06951,1.06755,1.07042,0.00341
2017-01-18 12:00:00+03:00,-1,0,1,1.0719,1.03249,0.870337,False,0.0,0.0,1,0,1.06952,1.06679,1.06551,1.06961,0.00346
2017-01-18 16:00:00+03:00,0,0,1,1.0719,1.03249,0.907638,True,0.0,0.0,1,0,1.0668,1.06826,1.06645,1.07026,0.00349
2017-01-18 20:00:00+03:00,-1,0,1,1.0719,1.03249,0.770617,False,1.06349,1.06645,1,0,1.06826,1.06286,1.06278,1.06831,0.00363
2017-01-19 00:00:00+03:00,-1,0,1,1.0719,1.03249,0.768079,False,0.0,0.0,1,0,1.06288,1.06276,1.06218,1.06349,0.00347
2017-01-19 04:00:00+03:00,1,0,1,1.0719,1.03249,0.796245,True,0.0,0.0,1,0,1.06276,1.06387,1.06266,1.06449,0.00335
2017-01-19 08:00:00+03:00,1,0,1,1.0719,1.03249,0.851307,True,0.0,0.0,1,0,1.06385,1.06604,1.06321,1.06701,0.00338
2017-01-19 12:00:00+03:00,-1,0,1,1.0719,1.03249,0.746257,False,0.0,0.0,1,0,1.06604,1.0619,1.06025,1.06763,0.00367
2017-01-19 16:00:00+03:00,0,0,1,1.0719,1.03249,0.778483,True,0.0,0.0,1,0,1.06189,1.06317,1.05888,1.06367,0.00375
2017-01-19 20:00:00+03:00,1,0,1,1.0719,1.03249,0.857143,True,1.06367,1.06519,1,0,1.06317,1.06627,1.06179,1.06691,0.00385
2017-01-20 00:00:00+03:00,1,0,1,1.0719,1.03249,0.903324,True,1.06691,1.06709,1,0,1.0661,1.06809,1.06519,1.06874,0.00383
2017-01-20 04:00:00+03:00,0,0,1,1.0719,1.03249,0.880995,False,0.0,0.0,1,0,1.06809,1.06721,1.06709,1.06931,0.00371
2017-01-20 08:00:00+03:00,-1,0,1,1.0719,1.03249,0.814768,False,1.0657,1.06709,1,0,1.0672,1.0646,1.06419,1.06917,0.0038
2017-01-20 12:00:00+03:00,0,0,1,1.0719,1.03249,0.84065,True,0.0,0.0,1,0,1.06458,1.06562,1.06248,1.0657,0.00376
2017-01-20 16:00:00+03:00,1,0,1,1.0719,1.03249,0.886577,True,1.0657,1.06654,1,0,1.06561,1.06743,1.06515,1.06946,0.0038
2017-01-20 20:00:00+03:00,1,0,1,1.0719,1.03249,0.947222,True,0.0,0.0,1,0,1.0674,1.06982,1.06654,1.0709,0.00384
2017-01-23 00:00:00+03:00,1,0,1,1.07445,1.05888,0.995504,True,1.0709,1.07346,0,0,1.07004,1.07438,1.0693,1.07445,0.00393
2017-01-23 04:00:00+03:00,1,0,1,1.07495,1.05888,0.990044,True,0.0,0.0,0,0,1.07439,1.07479,1.07346,1.07495,0.00376
2017-01-23 08:00:00+03:00,-1,0,1,1.07495,1.05888,0.850031,False,0.0,0.0,1,0,1.07481,1.07254,1.07225,1.07544,0.00372
2017-01-23 12:00:00+03:00,0,0,1,1.07495,1.05888,0.877411,True,0.0,0.0,1,0,1.0726,1.07298,1.0709,1.07446,0.00371
2017-01-23 16:00:00+03:00,0,0,1,1.07495,1.05888,0.859365,False,0.0,0.0,1,0,1.07298,1.07269,1.07059,1.07518,0.00377
2017-01-23 20:00:00+03:00,1,0,1,1.07688,1.07059,0.90938,True,0.0,0.0,0,0,1.07266,1.07631,1.07249,1.07688,0.00381
2017-01-24 00:00:00+03:00,0,0,1,1.07719,1.07059,0.730303,False,0.0,0.0,1,0,1.07643,1.07541,1.07449,1.07719,0.00373
2017-01-24 04:00:00+03:00,0,0,1,1.07719,1.07059,0.742424,True,0.0,0.0,1,0,1.0754,1.07549,1.0748,1.07705,0.00363
2017-01-24 08:00:00+03:00,-1,0,1,1.07719,1.07059,0.518182,False,0.0,0.0,0,0,1.07549,1.07401,1.07335,1.07566,0.00353
2017-01-24 12:00:00+03:00,0,0,1,1.07719,1.07059,0.622727,True,0.0,0.0,1,0,1.07404,1.0747,1.0725,1.07567,0.00351
2017-01-24 16:00:00+03:00,0,0,1,1.07719,1.07059,0.760606,True,0.0,0.0,1,0,1.07469,1.07561,1.07429,1.07745,0.00348
2017-01-24 20:00:00+03:00,-1,0,1,1.07719,1.07059,0.380303,False,1.07346,1.07429,0,0,1.07562,1.0731,1.07199,1.07579,0.00351
2017-01-25 00:00:00+03:00,0,0,1,1.07719,1.07059,0.351515,True,0.0,0.0,0,0,1.07288,1.07291,1.07215,1.07346,0.00335
2017-01-25 04:00:00+03:00,0,0,1,1.07719,1.07059,0.304545,False,0.0,0.0,0,0,1.07291,1.0726,1.07233,1.07376,0.00321
2017-01-25 08:00:00+03:00,1,0,1,1.07719,1.07059,0.660606,True,0.0,0.0,0,0,1.07256,1.07495,1.07109,1.07544,0.00329
2017-01-25 12:00:00+03:00,0,0,1,1.07719,1.07059,0.584848,False,0.0,0.0,1,0,1.07494,1.07445,1.07353,1.07694,0.0033
2017-01-25 16:00:00+03:00,0,0,1,1.07719,1.07059,0.475758,False,0.0,0.0,0,0,1.07443,1.07373,1.07196,1.07529,0.0033
2017-01-25 20:00:00+03:00,0,0,1,1.07719,1.07059,0.615152,True,0.0,0.0,1,0,1.07372,1.07465,1.072,1.07538,0.00331
2017-01-26 00:00:00+03:00,1,0,1,1.07719,1.07059,0.798485,True,0.0,0.0,0,0,1.07477,1.07586,1.07447,1.07653,0.00322
2017-01-26 04:00:00+03:00,0,0,1,1.07719,1.07059,0.748485,False,0.0,0.0,1,0,1.07589,1.07553,1.07526,1.0762,0.00306
2017-01-26 08:00:00+03:00,-1,0,1,1.07719,1.07059,0.225758,False,1.0733,1.07526,1,0,1.07553,1.07208,1.07156,1.07564,0.00313
2017-01-26 12:00:00+03:00,-1,0,-1,1.07745,1.06884,0.095238,False,1.07044,1.07156,0,0,1.07206,1.06966,1.06884,1.0733,0.00323
2017-01-26 16:00:00+03:00,-1,0,-1,1.07745,1.06572,0.248082,False,0.0,0.0,0,0,1.06967,1.06863,1.06572,1.07044,0.00333
2017-01-26 20:00:00+03:00,0,0,-1,1.07745,1.06572,0.202899,False,0.0,0.0,0,0,1.06864,1.0681,1.06623,1.07037,0.00339
2017-01-27 00:00:00+03:00,0,0,-1,1.07745,1.06572,0.213981,True,0.0,0.0,0,0,1.06794,1.06823,1.06721,1.06865,0.00325
2017-01-27 04:00:00+03:00,-1,0,-1,1.07745,1.06572,0.12191,False,0.0,0.0,0,0,1.06822,1.06715,1.06679,1.06884,0.00316
2017-01-27 08:00:00+03:00,1,0,-1,1.07745,1.06572,0.303495,True,0.0,0.0,0,0,1.06715,1.06928,1.06579,1.06981,0.00323
2017-01-27 12:00:00+03:00,0,0,-1,1.07745,1.06572,0.347826,True,0.0,0.0,0,0,1.06925,1.0698,1.06704,1.07085,0.00327
2017-01-27 16:00:00+03:00,0,0,-1,1.07745,1.06572,0.214834,False,0.0,0.0,0,0,1.06981,1.06824,1.06792,1.07247,0.00336
2017-01-27 20:00:00+03:00,0,0,-1,1.07745,1.06572,0.337596,True,0.0,0.0,0,0,1.06823,1.06968,1.06787,1.06992,0.00327
2017-01-30 00:00:00+03:00,1,0,-1,1.07745,1.06572,0.675192,True,1.06992,1.07231,0,0,1.07023,1.07364,1.07023,1.07399,0.00334
