Open time,Open,High,Low,Close,Volume,ATR,EMA50,EMA144,EMA200,Boll50,Boll144,Boll200,ROC50,ROC144,ROC200,CrxFM,CrxFS,CrxMS,RSI,Engolfo,FuCandle,Structure,StructTop,StructBottom,StructPD,VelaBull,ImbLow,ImbHigh,sma,sd,lb,ub,signal_BB,signal_rsi,MMS,prev,Long,Short
2016-10-12 16:00:00+03:00,1.10213,1.10447,1.10041,1.10296,35929,0.00283,1.11433,1.11812,1.11857,-1.87706,-3.00007,-3.19706,-0.41111,-0.25335,-0.17759,-0.0034362080220497,-0.0038442010589686,-0.0004079930369188,24.952687793832304,1,0,-1,1.14278,1.09113,0.229042,True,0.0,0.0,1.111445,0.0062000674871065,1.099044865025787,1.1238451349742131,0,-1,False,0,0,1
2016-10-12 20:00:00+03:00,1.10295,1.10471,1.10046,1.10046,23184,0.00293,1.11379,1.11787,1.11839,-2.06696,-3.30409,-3.58003,-0.44157,-0.27655,-0.19633,-0.0037075404830705,-0.0041800701524816,-0.000472529669411,21.63394027843239,0,0,-1,1.14278,1.09113,0.180639,False,0.0,0.0,1.1106135,0.0065105269212295,1.0975924461575408,1.123634553842459,0,-1,False,0,0,1
2016-10-13 00:00:00+03:00,1.10063,1.10178,1.10025,1.10027,9640,0.00283,1.11326,1.11763,1.11821,-1.9277,-3.17226,-3.46531,-0.46937,-0.30062,-0.21417,-0.0039717523880501,-0.0044988957255946,-0.0005271433375444,21.40097631703986,-1,0,-1,1.14278,1.09113,0.17696,False,0.0,0.0,1.109792,0.0067348173110424,1.096322365377915,1.1232616346220852,0,-1,False,0,0,1
2016-10-13 04:00:00+03:00,1.10027,1.10373,1.10012,1.10141,19809,0.00289,1.11279,1.11741,1.11805,-1.64761,-2.84306,-3.12247,-0.4936,-0.31936,-0.23112,-0.004194623255645,-0.0047756966070764,-0.0005810733514313,26.51417451212861,0,0,-1,1.14278,1.09113,0.199032,True,0.0,0.0,1.108897,0.0065912326937876,1.0957145346124246,1.1220794653875754,0,-1,False,0,0,1
2016-10-13 08:00:00+03:00,1.10142,1.10242,1.09851,1.09952,31183,0.00296,1.11227,1.11716,1.11786,-1.78433,-3.03113,-3.33222,-0.51519,-0.34166,-0.25074,-0.004447395227008,-0.0050840366705471,-0.0006366414435391,23.755039976213723,-1,0,-1,1.14278,1.09113,0.162439,False,0.0,0.0,1.1078765,0.0063693974558025,1.0951377050883948,1.120615294911605,0,-1,False,0,0,1
2016-10-13 12:00:00+03:00,1.09952,1.10398,1.09932,1.10224,30029,0.00308,1.11188,1.11695,1.11771,-1.33144,-2.46432,-2.74737,-0.51804,-0.35951,-0.26502,-0.0045997241979969,-0.0052892292059805,-0.0006895050079836,34.344160866206494,0,0,-1,1.14278,1.09113,0.215102,True,1.10242,1.10256,1.107034,0.0059056025141603,1.0952227949716793,1.1188452050283209,0,0,False,0,0,1
2016-10-13 16:00:00+03:00,1.10397,1.10466,1.10256,1.104,15808,0.00304,1.11157,1.11678,1.11757,-1.04318,-2.09718,-2.3694,-0.50839,-0.37378,-0.27751,-0.0047192028985508,-0.0054347826086956,-0.0007155797101447,40.13753783009687,1,0,-1,1.14278,1.09113,0.249177,True,0.0,0.0,1.1063295,0.005329610902407,1.095670278195186,1.116988721804814,0,0,False,0,0,1
2016-10-13 20:00:00+03:00,1.10397,1.10573,1.10397,1.10547,14661,0.00295,1.11133,1.11662,1.11745,-0.81173,-1.80362,-2.0646,-0.48801,-0.38628,-0.28822,-0.0047852949424226,-0.0055361068142962,-0.0007508118718735,44.53936155485063,1,0,-1,1.14278,1.09113,0.277638,True,0.0,0.0,1.105845,0.0049084057871228,1.096028188425754,1.1156618115742458,0,0,False,0,0,1
2016-10-14 00:00:00+03:00,1.10543,1.10582,1.10408,1.10461,9194,0.00286,1.11107,1.11645,1.11732,-0.89379,-1.8899,-2.1591,-0.46762,-0.39878,-0.29893,-0.0048704972795827,-0.0056581055757236,-0.0007876082961408,42.567302132363295,0,0,-1,1.14278,1.09113,0.260987,False,0.0,0.0,1.1053595,0.0044882413332845,1.0963830173334308,1.1143359826665693,0,0,False,0,0,1
2016-10-14 04:00:00+03:00,1.10462,1.10562,1.10237,1.10282,14723,0.00289,1.11074,1.11627,1.11718,-1.08909,-2.10713,-2.39542,-0.45705,-0.41128,-0.30875,-0.0050144175840119,-0.0058395749079632,-0.0008251573239512,38.72407279747436,-1,0,-1,1.14278,1.09113,0.226331,False,1.10285,1.10408,1.1048055,0.0040400136467357,1.0967254727065283,1.1128855272934717,0,0,False,0,0,1
2016-10-14 08:00:00+03:00,1.10283,1.10285,1.10039,1.10225,23211,0.00286,1.11041,1.11607,1.11703,-1.11302,-2.12634,-2.42099,-0.43934,-0.4238,-0.31769,-0.0051349512361079,-0.0060058970288047,-0.0008709457926968,37.56111187368112,-1,0,-1,1.14278,1.09113,0.215295,False,1.10229,1.10237,1.1042615,0.0035646440366357,1.0971322119267284,1.1113907880732716,0,0,False,0,0,1
2016-10-14 12:00:00+03:00,1.10224,1.10229,1.09951,1.10098,30455,0.00285,1.11004,1.11586,1.11687,-1.22044,-2.24021,-2.55097,-0.42698,-0.43543,-0.33108,-0.005286199567658,-0.0062035640974405,-0.0009173645297825,35.036371278660255,0,0,-1,1.14278,1.09113,0.190707,False,0.0,0.0,1.103643,0.0029194774230536,1.0978040451538926,1.1094819548461072,0,0,False,0,0,1
2016-10-14 16:00:00+03:00,1.10098,1.10273,1.09816,1.09947,34945,0.00297,1.10963,1.11564,1.1167,-1.33829,-2.37661,-2.70392,-0.42178,-0.44529,-0.34625,-0.0054662701119631,-0.006430370996935,-0.0009641008849719,32.25986430030027,-1,0,-1,1.14278,1.09113,0.161471,False,0.0,0.0,1.10306,0.0024762514119746,1.0981074971760507,1.1080125028239491,0,0,False,0,0,1
2016-10-14 20:00:00+03:00,1.09948,1.10138,1.09699,1.09711,20547,0.00307,1.10914,1.11538,1.1165,-1.5374,-2.61041,-2.9635,-0.41749,-0.45783,-0.3641,-0.0056876703338772,-0.0067085342399577,-0.0010208639060805,28.463347211191643,-1,0,-1,1.14278,1.09113,0.115779,False,1.09726,1.09816,1.1024745,0.0024265341869787,1.0976214316260424,1.1073275683739576,-1,-1,False,0,0,1
2016-10-17 00:00:00+03:00,1.09689,1.09726,1.09635,1.09667,9474,0.00292,1.10865,1.11512,1.1163,-1.49802,-2.56364,-2.9237,-0.4141,-0.47126,-0.38372,-0.0058996781164798,-0.0069756626879554,-0.0010759845714756,27.806307674398195,-1,0,-1,1.14278,1.09113,0.10726,False,0.0,0.0,1.1019635,0.0025219713994274,1.0969195572011452,1.107007442798855,-1,-1,False,0,0,1
2016-10-17 04:00:00+03:00,1.09668,1.09857,1.09667,1.09855,13184,0.00285,1.10825,1.1149,1.11613,-1.20445,-2.22381,-2.56542,-0.40798,-0.48734,-0.40067,-0.0060534340721861,-0.0071730918028311,-0.0011196577306449,34.73823793433123,1,0,-1,1.14278,1.09113,0.143659,True,0.0,0.0,1.101626,0.0025035562080573,1.0966188875838851,1.1066331124161148,0,0,False,0,0,1
2016-10-17 08:00:00+03:00,1.09854,1.0994,1.09715,1.09887,23557,0.0028,1.10788,1.11467,1.11596,-1.11755,-2.11002,-2.44797,-0.39469,-0.50343,-0.41584,-0.0061790748678188,-0.007353008090129,-0.0011739332223102,35.86702782238563,1,0,-1,1.14278,1.09113,0.149855,True,0.0,0.0,1.10135,0.0024870231629845,1.096375953674031,1.1063240463259691,0,0,False,0,0,1
2016-10-17 12:00:00+03:00,1.09887,1.10045,1.09847,1.10041,24967,0.00275,1.10759,1.11448,1.1158,-0.89833,-1.85143,-2.17146,-0.38583,-0.51862,-0.43012,-0.0062613026053923,-0.0074608554993137,-0.0011995528939213,41.14305982389753,1,0,-1,1.14278,1.09113,0.179671,True,0.0,0.0,1.10113,0.0023560046471589,1.096417990705682,1.105842009294318,0,0,False,0,0,1
2016-10-17 16:00:00+03:00,1.10041,1.10076,1.09891,1.10004,26604,0.00268,1.10729,1.11428,1.11564,-0.9219,-1.8475,-2.16861,-0.38504,-0.53647,-0.4444,-0.0063543143885675,-0.0075906330678883,-0.0012363186793207,40.2855462619972,0,0,-1,1.14278,1.09113,0.172507,False,0.0,0.0,1.1010115,0.0023478237969759,1.096315852406048,1.105707147593952,0,0,False,0,0,1
2016-10-17 20:00:00+03:00,1.10004,1.10066,1.09947,1.09985,12023,0.00258,1.107,1.11408,1.11549,-0.91892,-1.81912,-2.14201,-0.38962,-0.55255,-0.45689,-0.0064372414420147,-0.0077192344410602,-0.0012819929990454,39.82650349341469,0,0,-1,1.14278,1.09113,0.168829,False,0.0,0.0,1.1008980000000002,0.0023462839605966,1.0962054320788068,1.1055905679211937,0,0,False,0,0,1
2016-10-18 00:00:00+03:00,1.09994,1.10189,1.09946,1.10158,9360,0.00256,1.10679,1.11391,1.11535,-0.68069,-1.5586,-1.86353,-0.38521,-0.56506,-0.4685,-0.0064634434176364,-0.0077706566931136,-0.0013072132754771,45.8741426143032,1,0,-1,1.14278,1.09113,0.202323,True,1.10066,1.10147,1.100829,0.0023023326849469,1.0962243346301062,1.105433665369894,0,0,False,0,0,1
2016-10-18 04:00:00+03:00,1.10159,1.10262,1.10147,1.10158,10682,0.00246,1.10659,1.11374,1.11521,-0.66649,-1.52176,-1.82361,-0.37362,-0.57402,-0.4801,-0.0064906770275422,-0.0078251239129251,-0.0013344468853828,45.8741426143032,0,0,-1,1.14278,1.09113,0.202323,False,0.0,0.0,1.100885,0.0023065022510892,1.0962719954978215,1.1054980045021785,0,0,False,0,0,1
2016-10-18 08:00:00+03:00,1.10158,1.10241,1.10043,1.10169,19720,0.00243,1.10639,1.11357,1.11508,-0.64021,-1.47321,-1.77117,-0.36203,-0.5821,-0.48904,-0.0065172598462362,-0.0078878813459322,-0.001370621499696,46.27233644177935,0,0,-1,1.14278,1.09113,0.204453,True,0.0,0.0,1.100956,0.0023084294051344,1.0963391411897312,1.105572858810269,0,0,False,0,0,1
2016-10-18 12:00:00+03:00,1.10169,1.10213,1.09807,1.09808,28243,0.00255,1.10607,1.11336,1.11491,-1.10169,-1.86565,-2.19064,-0.35764,-0.59286,-0.50066,-0.0066388605566077,-0.0080504152702899,-0.0014115547136822,36.723804563802446,-1,0,-1,1.14278,1.09113,0.13456,False,1.09973,1.10043,1.1007895,0.0023925200879246,1.0960044598241503,1.1055745401758492,0,0,False,0,0,1
2016-10-18 16:00:00+03:00,1.09807,1.09973,1.09697,1.09901,29997,0.00256,1.10579,1.11316,1.11475,-0.95101,-1.71052,-2.02041,-0.34606,-0.60273,-0.50961,-0.0067060354318885,-0.0081527920583068,-0.0014467566264183,40.15020614814235,0,0,-1,1.14278,1.09113,0.152565,True,0.0,0.0,1.100764,0.0024094209836361,1.0959451580327275,1.1055828419672724,0,0,False,0,0,1
2016-10-18 20:00:00+03:00,1.09901,1.09957,1.09767,1.09794,10862,0.00251,1.10548,1.11295,1.11458,-1.07053,-1.79343,-2.10454,-0.32999,-0.61349,-0.51857,-0.0068036504727035,-0.00828824890249,-0.0014845984297865,37.62574591205705,0,0,-1,1.14278,1.09113,0.131849,False,0.0,0.0,1.100549,0.0024620571207554,1.0956248857584892,1.1054731142415108,0,0,False,0,0,1
2016-10-19 00:00:00+03:00,1.09783,1.09916,1.09731,1.09911,6941,0.00247,1.10523,1.11276,1.11443,-0.87815,-1.61526,-1.91228,-0.30848,-0.61981,-0.52397,-0.0068509976253514,-0.00837040878529,-0.0015194111599385,41.92558649921519,0,0,-1,1.14278,1.09113,0.154501,True,0.0,0.0,1.1003045,0.0023411478859226,1.095622204228155,1.104986795771845,0,0,False,0,0,1
2016-10-19 04:00:00+03:00,1.09912,1.09994,1.09795,1.09797,12089,0.00243,1.10495,1.11255,1.11427,-1.00579,-1.70742,-2.00572,-0.29777,-0.62525,-0.53203,-0.0069218648961263,-0.0084883922147235,-0.0015665273185971,39.0974577193542,0,0,-1,1.14278,1.09113,0.13243,False,0.0,0.0,1.0999295,0.0020531554027824,1.0958231891944352,1.1040358108055648,0,0,False,0,0,1
2016-10-19 08:00:00+03:00,1.09797,1.10044,1.09735,1.09973,21865,0.00248,1.10474,1.11238,1.11412,-0.72669,-1.46855,-1.75184,-0.28342,-0.62446,-0.54276,-0.0069471597573948,-0.0085293662990006,-0.0015822065416057,45.23908212543206,0,0,-1,1.14278,1.09113,0.166505,True,0.0,0.0,1.0996855,0.0017325900151533,1.0962203199696934,1.1031506800303068,0,0,False,0,0,1
2016-10-19 12:00:00+03:00,1.09972,1.10028,1.09607,1.09674,24765,0.0026,1.10443,1.11216,1.11395,-1.10809,-1.77064,-2.06419,-0.2853,-0.62724,-0.55439,-0.007048160913252,-0.0086802706202016,-0.0016321097069496,38.192628694565926,-1,0,-1,1.14278,1.09113,0.108616,False,0.0,0.0,1.0993815000000002,0.0016864483865841,1.096008603226832,1.1027543967731686,0,0,False,0,0,1
2016-10-19 16:00:00+03:00,1.09674,1.09742,1.09547,1.09674,33869,0.00256,1.10413,1.11195,1.11378,-1.0643,-1.72725,-2.01448,-0.28538,-0.62825,-0.56867,-0.0071302222951656,-0.0087988037274102,-0.0016685814322446,38.192628694565926,0,0,-1,1.14278,1.09113,0.108616,False,0.0,0.0,1.099106,0.001642675610282,1.095820648779436,1.102391351220564,0,0,False,0,0,1
2016-10-19 20:00:00+03:00,1.09674,1.09741,1.09601,1.09735,11485,0.00247,1.10386,1.11175,1.11361,-0.9599,-1.62024,-1.89907,-0.28365,-0.62836,-0.58385,-0.0071900487538159,-0.0088850412357041,-0.0016949924818881,40.38951445571968,0,0,-1,1.14278,1.09113,0.120426,True,0.0,0.0,1.0989245,0.0016251654984829,1.095674169003034,1.102174830996966,0,0,False,0,0,1
2016-10-20 00:00:00+03:00,1.0972,1.098,1.0966,1.0969,8422,0.0024,1.10359,1.11154,1.11345,-1.00982,-1.63223,-1.90689,-0.28912,-0.62759,-0.59725,-0.0072476980581638,-0.0089889689123894,-0.0017412708542256,39.28031530555376,0,0,-1,1.14278,1.09113,0.111713,False,0.0,0.0,1.098796,0.0016804272647745,1.0954351454704507,1.102156854529549,0,0,False,0,0,1
2016-10-20 04:00:00+03:00,1.09691,1.09793,1.09613,1.09623,10258,0.00235,1.1033,1.11133,1.11328,-1.11678,-1.66662,-1.9381,-0.29731,-0.62593,-0.61065,-0.0073251051330468,-0.0091039289200259,-0.0017788237869791,37.623598786326895,-1,0,-1,1.14278,1.09113,0.098742,False,0.0,0.0,1.098752,0.0017374500379301,1.0952770999241397,1.1022269000758602,0,0,False,0,0,1
2016-10-20 08:00:00+03:00,1.09623,1.09788,1.09519,1.09719,20160,0.00238,1.10306,1.11114,1.11312,-0.9894,-1.52615,-1.78931,-0.30098,-0.62426,-0.6205,-0.00736426689999,-0.0091688768581559,-0.0018046099581659,41.43506452503348,0,0,-1,1.14278,1.09113,0.117328,True,0.0,0.0,1.098778,0.0017083004797283,1.0953613990405433,1.1021946009594568,0,0,False,0,0,1
2016-10-20 12:00:00+03:00,1.09719,1.10388,1.09609,1.09772,30365,0.00276,1.10285,1.11095,1.11296,-0.93092,-1.43352,-1.69401,-0.29112,-0.61903,-0.62946,-0.0073789308749043,-0.0092099989068249,-0.0018310680319205,43.48812043979898,0,-1,-1,1.14278,1.09113,0.12759,True,0.0,0.0,1.0987365,0.0017241390689386,1.0952882218621227,1.1021847781378773,0,0,False,0,0,1
2016-10-20 16:00:00+03:00,1.09772,1.0982,1.09154,1.09442,37535,0.00304,1.10252,1.11072,1.11278,-1.5692,-1.74033,-2.01072,-0.29572,-0.61827,-0.64021,-0.0074925531331664,-0.0093748286763766,-0.0018822755432102,35.21123228982435,-1,0,-1,1.14278,1.09113,0.063698,False,1.09454,1.09609,1.098514,0.0019749041289431,1.0945641917421138,1.102463808257886,-1,0,False,0,0,1
2016-10-20 20:00:00+03:00,1.09441,1.09454,1.09231,1.09285,13233,0.00299,1.10214,1.11048,1.11258,-1.86853,-1.85046,-2.12649,-0.30213,-0.62018,-0.65186,-0.0076314224275975,-0.0095530036144027,-0.0019215811868051,32.082718949057,0,0,-1,1.14278,1.09113,0.033301,False,0.0,0.0,1.0981359999999998,0.0022910935110586,1.0935538129778823,1.1027181870221172,-1,0,False,0,0,1
2016-10-21 00:00:00+03:00,1.09281,1.09293,1.09191,1.09196,5984,0.00284,1.10174,1.11022,1.11237,-2.03207,-1.88433,-2.16406,-0.31577,-0.62122,-0.66529,-0.0077658522290194,-0.0097347888201034,-0.001968936591084,30.43203899850826,-1,0,-1,1.14278,1.09113,0.01607,False,1.09222,1.09231,1.097732,0.002625647990717,1.0924807040185658,1.102983295981434,-1,0,False,0,0,1
2016-10-21 04:00:00+03:00,1.09197,1.09222,1.08956,1.09026,11239,0.00283,1.10129,1.10995,1.11215,-2.34672,-1.99342,-2.27913,-0.33124,-0.62671,-0.67695,-0.0079430594537081,-0.0099609267514169,-0.0020178672977087,27.519475151380448,-1,0,-1,1.13661,1.08956,0.014878,False,1.09117,1.09191,1.0972525,0.0030584909854376,1.091135518029125,1.1033694819708753,-1,-1,False,0,0,1
2016-10-21 08:00:00+03:00,1.09026,1.09117,1.08774,1.08804,22667,0.00287,1.10077,1.10964,1.11191,-2.71636,-2.14104,-2.4349,-0.35936,-0.63934,-0.68863,-0.0081522738134626,-0.0102385941693319,-0.0020863203558692,24.25486053414041,-1,0,-1,1.13661,1.08774,0.006139,False,0.0,0.0,1.0965755,0.0035147006689363,1.0895460986621273,1.1036049013378726,-1,-1,False,0,0,1
2016-10-21 12:00:00+03:00,1.08803,1.09037,1.08712,1.08723,25273,0.0029,1.10024,1.10934,1.11167,-2.79898,-2.1442,-2.44157,-0.37938,-0.65197,-0.69942,-0.0083698941346356,-0.0105129549405368,-0.0021430608059011,23.174618445577067,-1,0,-1,1.13661,1.08712,0.002223,False,0.0,0.0,1.0958580000000002,0.0038845613452307,1.0880888773095387,1.1036271226904617,-1,-1,False,0,0,1
2016-10-21 16:00:00+03:00,1.08724,1.08825,1.0859,1.0874,29414,0.00286,1.09974,1.10903,1.11143,-2.64361,-2.05741,-2.35434,-0.3976,-0.66461,-0.70844,-0.0085433143277542,-0.0107504138311568,-0.0022070995034025,23.94026041649283,0,0,-1,1.13661,1.0859,0.02958,True,0.0,0.0,1.0951435,0.004065398634254,1.087012702731492,1.103274297268508,0,-1,False,0,0,1
2016-10-21 20:00:00+03:00,1.08739,1.08886,1.08594,1.08736,12808,0.00287,1.09925,1.10873,1.11119,-2.50396,-1.99503,-2.29187,-0.41763,-0.67546,-0.71658,-0.0087183637433783,-0.0109807239552676,-0.0022623602118892,23.87995583896117,0,0,-1,1.13661,1.0859,0.028791,False,0.0,0.0,1.0946075,0.0043542826773589,1.085898934645282,1.1033160653547178,0,-1,False,0,0,1
2016-10-24 00:00:00+03:00,1.08801,1.0884,1.08734,1.08746,8548,0.00274,1.09879,1.10844,1.11095,-2.32963,-1.92414,-2.22402,-0.43494,-0.68365,-0.72472,-0.0088738896143307,-0.01118202048811,-0.0023081308737792,24.39271067971748,0,0,-1,1.13661,1.0859,0.030763,False,0.0,0.0,1.09403,0.0045030422467993,1.0850239155064014,1.1030360844935987,0,-1,False,0,0,1
2016-10-24 04:00:00+03:00,1.08746,1.08753,1.08592,1.08662,10600,0.00266,1.09831,1.10814,1.11071,-2.32328,-1.93877,-2.24568,-0.45228,-0.69184,-0.73197,-0.009046400765677,-0.0114115330106202,-0.0023651322449432,22.991686787768263,-1,0,-1,1.13661,1.0859,0.014198,False,0.0,0.0,1.093464,0.0046931264411109,1.084077747117778,1.102850252882222,0,-1,False,0,0,1
2016-10-24 08:00:00+03:00,1.08663,1.08926,1.08641,1.0891,20041,0.00267,1.09795,1.10788,1.11049,-1.73544,-1.6697,-1.96992,-0.46326,-0.69556,-0.73655,-0.0091176200532549,-0.0115140942062253,-0.0023964741529703,34.88316486041768,1,0,-1,1.13661,1.0859,0.063104,True,1.08753,1.08848,1.0929635,0.0045919864698873,1.0837795270602253,1.1021474729397749,0,0,False,0,0,1
2016-10-24 12:00:00+03:00,1.0891,1.08993,1.08848,1.08902,20522,0.00258,1.0976,1.10762,1.11028,-1.66956,-1.6325,-1.93515,-0.47604,-0.69573,-0.74112,-0.0092009329488899,-0.0116434959872178,-0.0024425630383279,34.69703605263276,0,0,-1,1.13661,1.0859,0.061526,False,0.0,0.0,1.092516,0.0045138470000248,1.0834883059999505,1.1015436940000498,0,0,False,0,0,1
2016-10-24 16:00:00+03:00,1.08902,1.0896,1.0875,1.08779,24856,0.00255,1.09722,1.10734,1.11006,-1.79189,-1.69238,-2.00093,-0.48072,-0.69768,-0.74482,-0.0093032662554352,-0.0118037488853546,-0.0025004826299194,31.880456307842987,-1,0,-1,1.13661,1.0859,0.037271,False,1.08822,1.08848,1.091919,0.0042937321519013,1.0833315356961974,1.1005064643038027,0,0,False,0,0,1
2016-10-24 20:00:00+03:00,1.08779,1.08822,1.08693,1.08812,11397,0.00246,1.09686,1.10708,1.10984,-1.63121,-1.61904,-1.929,-0.47907,-0.70141,-0.74852,-0.0093923464323788,-0.011928831378892,-0.0025364849465131,33.44154092793704,0,0,-1,1.13661,1.0859,0.043778,True,0.0,0.0,1.091488,0.0042162699906886,1.0830554600186229,1.0999205399813772,0,0,False,0,0,1
2016-10-25 00:00:00+03:00,1.088,1.0881,1.08676,1.08713,8070,0.00238,1.09648,1.1068,1.10961,-1.71441,-1.65693,-1.97175,-0.47743,-0.70604,-0.75489,-0.0094928849355643,-0.0120776724034844,-0.0025847874679201,31.136243982935845,0,0,-1,1.13661,1.0859,0.024256,False,0.0,0.0,1.0910075,0.0041330043555272,1.0827414912889457,1.0992735087110548,0,0,False,0,0,1
2016-10-25 04:00:00+03:00,1.08711,1.08814,1.0869,1.08791,10913,0.0023,1.09614,1.10654,1.1094,-1.48251,-1.54943,-1.86364,-0.46763,-0.71244,-0.7568,-0.0095596143063306,-0.0121885082405714,-0.0026288939342407,34.94154014719871,0,0,-1,1.13661,1.0859,0.039637,True,0.0,0.0,1.0905355,0.0039031990594317,1.0827291018811365,1.0983418981188635,0,0,False,0,0,1
2016-10-25 08:00:00+03:00,1.08791,1.08931,1.08687,1.08893,20520,0.00231,1.09586,1.1063,1.10919,-1.23396,-1.42879,-1.74126,-0.44605,-0.71616,-0.76227,-0.0095873931290349,-0.012241374560348,-0.0026539814313131,39.63881292713092,1,0,-1,1.13661,1.0859,0.059752,True,0.0,0.0,1.090137,0.0036154567306548,1.08290608653869,1.0973679134613097,0,0,False,0,0,1
2016-10-25 12:00:00+03:00,1.08894,1.08925,1.08543,1.08577,24596,0.00242,1.09546,1.10602,1.10896,-1.68844,-1.64265,-1.96928,-0.43445,-0.72347,-0.77042,-0.0097258167015112,-0.0124335724877274,-0.0027077557862161,31.943931050965496,-1,0,-1,1.08993,1.08543,0.075556,False,0.0,0.0,1.089614,0.0034399700125193,1.082734059974961,1.0964939400250386,0,0,False,0,0,1
